profile_id	shape_id	behavior_class	amplitude	approach_power	A_source	source_x	status	endpoint_reached	numerically_certified	affine_final	endpoint_x_observed	endpoint_det_D	minimum_D_singular_value_sampled	caustic_sign_change_sampled	null_residual	screen_gram_residual	screen_ray_residual	p_t_residual	p_psi_residual	nfev
G75_AM_S01_E100	S01	CENTER_OFF_NO_INTERIOR_ROOT	1	4	0.0625	1.9364916731037085	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	19.596993624976314	1.9364916731037085	38.715884349111782	0	False	6.3648565472172084e-16	1.6986412276764895e-14	7.0429773124658368e-16	2.6423307986078726e-14	2.617318254488632e-15	117587
G75_AM_S01_E100	S01	CENTER_OFF_NO_INTERIOR_ROOT	1	8	0.00390625	1.9960899278339139	AFFINE_CAP_NO_ENDPOINT	False	False	20	1.9401057754575162	39.907311488783925	0	False	6.3141224020124564e-16	1.5876189252139739e-14	7.1817551905439814e-16	2.4757973449140991e-14	2.5618071032573742e-15	120002
G75_AM_S01_E100	S01	CENTER_OFF_NO_INTERIOR_ROOT	1	12	0.000244140625	1.9997558444720196	AFFINE_CAP_NO_ENDPOINT	False	False	20	1.9401057754575162	39.907311488783925	0	False	6.3141224020124564e-16	1.5876189252139739e-14	7.1817551905439814e-16	2.4757973449140991e-14	2.5618071032573742e-15	120002
G75_AM_S02_E05	S02	INTERIOR_SIGN_CHANGE	0.050000000000000003	4	0.0625	1.9364916731037085	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	2.7742810447396145	1.9364916731037085	4.0972133872025251	0	False	4.316652521750424e-15	1.3322676295501878e-14	4.9404924595819466e-15	4.3298697960381105e-15	5.8317066453650312e-15	16652
G75_AM_S02_E05	S02	INTERIOR_SIGN_CHANGE	0.050000000000000003	8	0.00390625	1.9960899278339139	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	3.7741454051000884	1.9960899278339139	5.610253065603314	0	False	4.5624581371215688e-15	3.4416913763379853e-14	2.2870594307278225e-14	8.2156503822261584e-15	8.0521526946153443e-15	22652
G75_AM_S02_E05	S02	INTERIOR_SIGN_CHANGE	0.050000000000000003	12	0.000244140625	1.9997558444720196	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	4.0378457807761343	1.9997558444720196	6.0057746781526351	0	False	4.2869212002981504e-15	1.7719159473017498e-13	1.4574452755766742e-13	9.7699626167013776e-15	7.7190857872277974e-15	24242
G75_AM_S02_E20	S02	INTERIOR_SIGN_CHANGE	0.20000000000000001	4	0.0625	1.9364916731037085	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	7.2060607225905375	1.9364916731037085	9.7957543434425496	0	False	2.9281725698673822e-15	1.1324274851176597e-14	1.6653345369377348e-15	1.3211653993039363e-14	3.3983232894385651e-15	43247
G75_AM_S02_E20	S02	INTERIOR_SIGN_CHANGE	0.20000000000000001	8	0.00390625	1.9960899278339139	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	11.211510934576113	1.9960899278339139	17.100099500005204	0	False	4.1411576316534304e-15	2.5091040356528538e-14	4.6976311729451936e-15	1.2212453270876722e-14	3.8146569236729988e-15	67277
G75_AM_S02_E20	S02	INTERIOR_SIGN_CHANGE	0.20000000000000001	12	0.000244140625	1.9997558444720196	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	12.270057539373461	1.9997558444720196	19.235981203090674	0	False	6.3117642622873005e-15	3.9679370900103095e-13	8.4737772354515073e-14	1.2212453270876722e-14	4.0089459529824012e-15	73637
G75_AM_S02_E50	S02	INTERIOR_SIGN_CHANGE	0.5	4	0.0625	1.9364916731037085	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	16.607470090090413	1.9364916731037085	27.827915634491806	0	False	1.3338519445235075e-15	2.042810365310288e-14	1.7937040741600185e-15	1.7097434579227411e-14	4.5493123157491766e-15	99647
G75_AM_S02_E50	S02	INTERIOR_SIGN_CHANGE	0.5	8	0.00390625	1.9960899278339139	AFFINE_CAP_NO_ENDPOINT	False	False	20	1.9655730701877761	36.544621065090688	0	False	9.9525611941534603e-16	2.375877272697835e-14	1.8145207558717402e-15	1.7208456881689926e-14	4.5631901035569911e-15	120002
G75_AM_S02_E50	S02	INTERIOR_SIGN_CHANGE	0.5	12	0.000244140625	1.9997558444720196	AFFINE_CAP_NO_ENDPOINT	False	False	20	1.9655730701877761	36.544621065090688	0	False	9.9525611941534603e-16	2.375877272697835e-14	1.8145207558717402e-15	1.7208456881689926e-14	4.5631901035569911e-15	120002
G75_AM_S02_E100	S02	INTERIOR_SIGN_CHANGE	1	4	0.0625	1.9364916731037085	AFFINE_CAP_NO_ENDPOINT	False	False	20	1.8391799423140154	35.807137177237756	0	False	4.7434929248413304e-15	1.4432899320127035e-14	1.3045120539345589e-15	1.5432100042289676e-14	1.6878859421254333e-15	120002
G75_AM_S02_E100	S02	INTERIOR_SIGN_CHANGE	1	8	0.00390625	1.9960899278339139	AFFINE_CAP_NO_ENDPOINT	False	False	20	1.8391799423140154	35.807137177237756	0	False	4.7434929248413304e-15	1.4432899320127035e-14	1.3045120539345589e-15	1.5432100042289676e-14	1.6878859421254333e-15	120002
G75_AM_S02_E100	S02	INTERIOR_SIGN_CHANGE	1	12	0.000244140625	1.9997558444720196	AFFINE_CAP_NO_ENDPOINT	False	False	20	1.8391799423140154	35.807137177237756	0	False	4.7434929248413304e-15	1.4432899320127035e-14	1.3045120539345589e-15	1.5432100042289676e-14	1.6878859421254333e-15	120002
G75_AM_S03_E05	S03	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.050000000000000003	4	0.0625	1.9364916731037085	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	3.6337680100681049	1.9364916731037085	4.9530483934877916	0	False	3.1917976225904397e-15	9.9920072216264089e-15	3.4416913763379853e-15	5.2180482157382357e-15	7.9964247029495894e-15	21812
G75_AM_S03_E05	S03	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.050000000000000003	8	0.00390625	1.9960899278339139	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	5.3388525361507959	1.9960899278339139	7.4129924753066749	0	False	4.2817124973611177e-15	3.2640556923979602e-14	1.2337353361147052e-14	6.6613381477509392e-15	8.6625585177246833e-15	32042
G75_AM_S03_E05	S03	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.050000000000000003	12	0.000244140625	1.9997558444720196	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	5.7914263694482511	1.9997558444720196	8.0898695346121539	0	False	5.1779752435459683e-15	5.9285909514983359e-14	2.4619195571062846e-14	7.3274719625260332e-15	7.9964247029495894e-15	34757
G75_AM_S03_E20	S03	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.20000000000000001	4	0.0625	1.9364916731037085	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	10.951110608927053	1.9364916731037085	14.877776973406451	0	False	6.974176366132805e-15	1.354472090042691e-14	2.4841240175987878e-15	1.6653345369377348e-14	3.125104341972218e-15	65717
G75_AM_S03_E20	S03	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.20000000000000001	8	0.00390625	1.9960899278339139	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	17.945688182460138	1.9960899278339139	29.36953064991032	0	False	6.9043076607608114e-15	4.7850612361344247e-14	4.3472170307978786e-15	1.6209256159527285e-14	3.0695931907409602e-15	107687
G75_AM_S03_E20	S03	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.20000000000000001	12	0.000244140625	1.9997558444720196	ENDPOINT_REGULAR_NO_CAUSTIC	True	True	19.806425505756259	1.9997558444720196	33.849937251533099	0	False	6.8932489924455886e-15	4.3587355946783646e-13	4.9002468749392847e-14	1.7097434579227411e-14	3.0973487663565891e-15	118847
G75_AM_S03_E50	S03	ZERO_BOTH_BOUNDARIES_NO_INTERIOR_ROOT	0.5	4	0.0625	1.9364916731037085	AFFINE_CAP_NO_ENDPOINT	False	False	20	1.8791713386741236	33.709820069772029	0	False	4.7806732663873673e-16	3.1752378504279477e-14	1.2628786905111156e-15	3.3306690738754696e-14	4.537169251417339e-15	120002
