transform_id	configuration_id	carrier_id	mask_id	mask_integer	bank	point_id	primary_status	split_status	q_eigenvalues	h_eigenvalues	split_forward_residual	shear_rank	twist_rank	shear_max_abs	twist_max_abs	metric_twojet_residual	cartan_covariance_residual	determinant_weight_residual	ricci_contraction_residual	scalar_contraction_residual	weyl_trace_max_abs	inverse_roundtrip_residual	metric_determinant	metric_inertia	retained	physical_merit
C03_CROSS_GENERAL	R15_3_ME_B3_P7	R15_3	ME	14	B3	P7	SUPPLIED_SPLIT_RESEATED_DEFINED	DEFINED	0.97422140089494291;1.2069228683608393	-1.1557395395920338;0.90455038982368918	2.7755575615628914e-17	2	1	0.06976093951822215	0.14768127544004273	1.8605597474322407e-16	4.163336342344337e-17	3.612769907489875e-16	2.7755575615628914e-17	0.0	4.85722573273506e-17	1.87053898630259e-16	-1.2292208505429358	1,3,0	YES	NOT_EVALUATED
C03_CROSS_GENERAL	R15_3_MF_B3_P7	R15_3	MF	15	B3	P7	SUPPLIED_SPLIT_RESEATED_DEFINED	DEFINED	0.97417521475462909;1.2058881520234976	-1.2233781992966999;0.90250226248348853	2.7755575615628914e-17	2	1	0.08370299105553303	0.19093958661893187	1.8416382771380068e-16	8.326672684688674e-17	3.423868533046363e-16	2.7755575615628914e-17	1.1102230246251565e-16	6.245004513516506e-17	3.6253728320178123e-16	-1.2970393155105682	1,3,0	YES	NOT_EVALUATED
C03_CROSS_GENERAL	V001_M0_B3_P7	V001	M0	0	B3	P7	SUPPLIED_SPLIT_RESEATED_DEFINED	DEFINED	1.057458331805444;1.3614770190565504	-1.1464489953308024;0.89957008348849266	1.0758484576085293e-17	0	0	0.0	0.0	1.721357532173647e-16	0.0	4.486401733208005e-16	0.0	0.0	0.0	2.1833309079193157e-17	-1.4847841419202883	1,3,0	YES	NOT_EVALUATED
C03_CROSS_GENERAL	V001_M1_B3_P7	V001	M1	1	B3	P7	SUPPLIED_SPLIT_RESEATED_DEFINED	DEFINED	1.0574640956679686;1.3614013594569996	-1.1468684069437929;0.89795489324763744	2.1516969152170586e-17	2	1	0.0112060475661033	0.023857946402428686	1.721357532173647e-16	2.0816681711721685e-17	5.990737573433837e-16	6.938893903907228e-18	6.938893903907228e-18	1.1787089889008765e-17	8.733323631677263e-17	-1.4825860902984436	1,3,0	YES	NOT_EVALUATED
C03_CROSS_GENERAL	V001_M2_B3_P7	V001	M2	2	B3	P7	SUPPLIED_SPLIT_RESEATED_DEFINED	DEFINED	1.0493598696963036;1.4663997349434281	-1.1474731001787899;0.90236458190687729	8.494399854157887e-17	2	1	0.10261273814013486	0.02814946330298156	1.6988799708315774e-16	2.7755575615628914e-17	2.7872045480041655e-16	2.7755575615628914e-17	5.551115123125783e-17	6.938893903907228e-17	1.7192661087273268e-16	-1.593314025581875	1,3,0	YES	NOT_EVALUATED
C03_CROSS_GENERAL	V001_M3_B3_P7	V001	M3	3	B3	P7	SUPPLIED_SPLIT_RESEATED_DEFINED	DEFINED	1.0494010013390624;1.4662887075636428	-1.1478878905304053;0.90073604287279785	1.3877787807814457e-17	2	1	0.10012290134507171	0.010443263170119428	1.698970827975637e-16	2.7755575615628914e-17	2.791336800098829e-16	5.551115123125783e-17	1.1102230246251565e-16	7.89654935407294e-17	1.7192661087273268e-16	-1.5909553079884144	1,3,0	YES	NOT_EVALUATED
C03_CROSS_GENERAL	V001_M4_B3_P7	V001	M4	4	B3	P7	SUPPLIED_SPLIT_RESEATED_DEFINED	DEFINED	1.0706437302832663;1.370361841787759	-1.1371064076678394;0.88998354807281665	4.163336342344337e-17	2	1	0.10059274742741704	0.22145270592841704	3.414185648339499e-16	5.551115123125783e-17	1.4954672444026678e-16	5.551115123125783e-17	0.0	5.204170427930421e-17	1.7466647263354526e-16	-1.4847841419202885	1,3,0	YES	NOT_EVALUATED
C03_CROSS_GENERAL	V001_M5_B3_P7	V001	M5	5	B3	P7	SUPPLIED_SPLIT_RESEATED_DEFINED	DEFINED	1.0706490296827689;1.37028664665123	-1.1375378327115022;0.88837334298821469	5.551115123125783e-17	2	1	0.09774721750672286	0.22151931392927046	3.414185648339499e-16	5.551115123125783e-17	1.4976843933584585e-16	8.326672684688674e-17	0.0	5.551115123125783e-17	1.7466647263354526e-16	-1.4825860902984436	1,3,0	YES	NOT_EVALUATED
C03_CROSS_GENERAL	V001_M6_B3_P7	V001	M6	6	B3	P7	SUPPLIED_SPLIT_RESEATED_DEFINED	DEFINED	1.0623936642880594;1.4760865430108139	-1.1381193560522673;0.89272208044842627	5.551115123125783e-17	2	1	0.188216496119099	0.22968785938336753	2.52307626833206e-16	6.938893903907228e-17	5.574409096008331e-16	5.551115123125783e-17	2.7755575615628914e-17	6.796820287355102e-17	1.7192661087273268e-16	-1.5933140255818754	1,3,0	YES	NOT_EVALUATED
C03_CROSS_GENERAL	V001_M7_B3_P7	V001	M7	7	B3	P7	SUPPLIED_SPLIT_RESEATED_DEFINED	DEFINED	1.0624349759455667;1.4759753356162801	-1.1385462890536955;0.89109873695348729	2.7755575615628914e-17	2	1	0.17719310118943674	0.23078443156454595	1.6821399115034002e-16	1.1102230246251565e-16	2.7913368000988284e-16	1.1102230246251565e-16	2.7755575615628914e-17	5.551115123125783e-17	2.57889916309099e-16	-1.5909553079884147	1,3,0	YES	NOT_EVALUATED
