B	abs_m	matrix	ell_i	ell_j	parity_i	parity_j	same_parity	value_q256	value_q512	abs_quad_difference	above_1e_minus_12
0.01	1	H	6	10	ODD	ODD	TRUE	5.10481054659306110e+00	5.10481054659306110e+00	2.12503625807158869e-17	TRUE
0.01	1	H	6	11	ODD	EVEN	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	H	6	12	ODD	ODD	TRUE	4.67707173342662053e+00	4.67707173342662141e+00	2.77555756156289135e-17	TRUE
0.01	1	H	6	13	ODD	EVEN	FALSE	0.00000000000000000e+00	-4.33680868994201774e-19	4.33680868994201774e-19	FALSE
0.01	1	H	6	14	ODD	ODD	TRUE	4.34165866921839072e+00	4.34165866921839072e+00	3.46944695195361419e-17	TRUE
0.01	1	H	6	15	ODD	EVEN	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	H	6	16	ODD	ODD	TRUE	4.06947929896514893e+00	4.06947929896514893e+00	4.25007251614317738e-17	TRUE
0.01	1	H	7	7	EVEN	EVEN	TRUE	7.49501888716951470e+00	7.49501888716951470e+00	1.69135538907738692e-17	TRUE
0.01	1	H	7	8	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	H	7	9	EVEN	EVEN	TRUE	6.65831891968592604e+00	6.65831891968592604e+00	2.29850860566926940e-17	TRUE
0.01	1	H	7	10	EVEN	ODD	FALSE	2.16840434497100887e-19	0.00000000000000000e+00	2.16840434497100887e-19	FALSE
0.01	1	H	7	11	EVEN	EVEN	TRUE	6.04904197883884631e+00	6.04904197883884631e+00	3.03576608295941242e-17	TRUE
0.01	1	H	7	12	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	H	7	13	EVEN	EVEN	TRUE	5.58156305647334694e+00	5.58156305647334694e+00	3.90312782094781596e-17	TRUE
0.01	1	H	7	14	EVEN	ODD	FALSE	0.00000000000000000e+00	2.16840434497100887e-19	2.16840434497100887e-19	FALSE
0.01	1	H	7	15	EVEN	EVEN	TRUE	5.20816666399982342e+00	5.20816666399982342e+00	4.77048955893621951e-17	TRUE
0.01	1	H	7	16	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	H	8	8	ODD	ODD	TRUE	8.49501883023423510e+00	8.49501883023423510e+00	2.34187669256868958e-17	TRUE
0.01	1	H	8	9	ODD	EVEN	FALSE	-4.33680868994201774e-19	0.00000000000000000e+00	4.33680868994201774e-19	FALSE
0.01	1	H	8	10	ODD	ODD	TRUE	7.64316955835595468e+00	7.64316955835595468e+00	3.20923843055709312e-17	TRUE
0.01	1	H	8	11	ODD	EVEN	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	H	8	12	ODD	ODD	TRUE	7.00274669485440882e+00	7.00274669485440882e+00	4.20670442924375720e-17	TRUE
0.01	1	H	8	13	ODD	EVEN	FALSE	-4.33680868994201774e-19	0.00000000000000000e+00	4.33680868994201774e-19	FALSE
0.01	1	H	8	14	ODD	ODD	TRUE	6.50054942728745200e+00	6.50054942728745289e+00	5.20417042793042128e-17	TRUE
0.01	1	H	8	15	ODD	EVEN	FALSE	-2.16840434497100887e-19	0.00000000000000000e+00	2.16840434497100887e-19	FALSE
0.01	1	H	8	16	ODD	ODD	TRUE	6.09302880347687825e+00	6.09302880347687825e+00	6.20163642661708536e-17	TRUE
0.01	1	H	9	9	EVEN	EVEN	TRUE	9.49501879058532339e+00	9.49501879058532339e+00	3.38271077815477383e-17	TRUE
0.01	1	H	9	10	EVEN	ODD	FALSE	-4.33680868994201774e-19	4.33680868994201774e-19	8.67361737988403547e-19	FALSE
0.01	1	H	9	11	EVEN	EVEN	TRUE	8.63067071479321868e+00	8.63067071479321868e+00	4.51028103753969845e-17	TRUE
0.01	1	H	9	12	EVEN	ODD	FALSE	0.00000000000000000e+00	-4.33680868994201774e-19	4.33680868994201774e-19	FALSE
0.01	1	H	9	13	EVEN	EVEN	TRUE	7.96368817614639024e+00	7.96368817614639024e+00	5.50774703622636252e-17	TRUE
0.01	1	H	9	14	EVEN	ODD	FALSE	0.00000000000000000e+00	2.16840434497100887e-19	2.16840434497100887e-19	FALSE
0.01	1	H	9	15	EVEN	EVEN	TRUE	7.43093197380960113e+00	7.43093197380960113e+00	6.67868538251070731e-17	TRUE
0.01	1	H	9	16	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	H	10	10	ODD	ODD	TRUE	1.04950187618554462e+01	1.04950187618554462e+01	4.42354486374085809e-17	TRUE
0.01	1	H	10	11	ODD	EVEN	FALSE	4.33680868994201774e-19	0.00000000000000000e+00	4.33680868994201774e-19	FALSE
0.01	1	H	10	12	ODD	ODD	TRUE	9.62018186243893680e+00	9.62018186243893680e+00	5.72458747072346341e-17	TRUE
0.01	1	H	10	13	ODD	EVEN	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	H	10	14	ODD	ODD	TRUE	8.93028553065905584e+00	8.93028553065905584e+00	6.93889390390722838e-17	TRUE
0.01	1	H	10	15	ODD	EVEN	FALSE	8.67361737988403547e-19	0.00000000000000000e+00	8.67361737988403547e-19	FALSE
0.01	1	H	10	16	ODD	ODD	TRUE	8.37044432719080511e+00	8.37044432719080511e+00	8.41340885848751441e-17	TRUE
0.01	1	H	11	11	EVEN	EVEN	TRUE	1.14950187403661541e+01	1.14950187403661559e+01	5.72458747072346341e-17	TRUE
0.01	1	H	11	12	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	H	11	13	EVEN	EVEN	TRUE	1.06112536838779619e+01	1.06112536838779619e+01	7.11236625150490909e-17	TRUE
0.01	1	H	11	14	EVEN	ODD	FALSE	4.33680868994201774e-19	4.33680868994201774e-19	0.00000000000000000e+00	FALSE
0.01	1	H	11	15	EVEN	EVEN	TRUE	9.90138877236309689e+00	9.90138877236309689e+00	8.76035355368287583e-17	TRUE
0.01	1	H	11	16	EVEN	ODD	FALSE	-4.33680868994201774e-19	4.33680868994201774e-19	8.67361737988403547e-19	FALSE
0.01	1	H	12	12	ODD	ODD	TRUE	1.24950187238697001e+01	1.24950187238697001e+01	7.28583859910258980e-17	TRUE
0.01	1	H	12	13	ODD	EVEN	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	H	12	14	ODD	ODD	TRUE	1.16035616202382990e+01	1.16035616202382990e+01	8.84708972748171618e-17	TRUE
0.01	1	H	12	15	ODD	EVEN	FALSE	0.00000000000000000e+00	4.33680868994201774e-19	4.33680868994201774e-19	FALSE
0.01	1	H	12	16	ODD	ODD	TRUE	1.08761408946465981e+01	1.08761408946465981e+01	1.04950770296596829e-16	TRUE
0.01	1	H	13	13	EVEN	EVEN	TRUE	1.34950187109287416e+01	1.34950187109287416e+01	9.02056207507939689e-17	TRUE
0.01	1	H	13	14	EVEN	ODD	FALSE	-4.33680868994201774e-19	0.00000000000000000e+00	4.33680868994201774e-19	FALSE
0.01	1	H	13	15	EVEN	EVEN	TRUE	1.25968653484735462e+01	1.25968653484735462e+01	1.07552855510562040e-16	TRUE
0.01	1	H	13	16	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	H	14	14	ODD	ODD	TRUE	1.44950187005889610e+01	1.44950187005889610e+01	1.09287578986538847e-16	TRUE
0.01	1	H	14	15	ODD	EVEN	FALSE	0.00000000000000000e+00	4.33680868994201774e-19	4.33680868994201774e-19	FALSE
0.01	1	H	14	16	ODD	ODD	TRUE	1.35909830992319822e+01	1.35909830992319822e+01	1.28369537222283725e-16	TRUE
0.01	1	H	15	15	EVEN	EVEN	TRUE	1.54950186921963731e+01	1.54950186921963731e+01	1.29236898960272129e-16	TRUE
0.01	1	H	15	16	EVEN	ODD	FALSE	-4.33680868994201774e-19	4.33680868994201774e-19	8.67361737988403547e-19	FALSE
0.01	1	H	16	16	ODD	ODD	TRUE	1.64950186852905318e+01	1.64950186852905318e+01	1.52655665885959024e-16	TRUE
0.01	1	L	1	1	EVEN	EVEN	TRUE	1.99602836353637736e+00	1.99602836353637736e+00	8.67361737988403547e-19	TRUE
0.01	1	L	1	2	EVEN	ODD	FALSE	5.47924437755125532e-20	-5.42101086242752217e-20	1.09002552399787775e-19	FALSE
0.01	1	L	1	3	EVEN	EVEN	TRUE	-4.27612224988849123e-03	-4.27612224988849036e-03	4.87890977618476995e-19	TRUE
0.01	1	L	1	4	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	1	5	EVEN	EVEN	TRUE	-3.84358331920853875e-06	-3.84358331920691245e-06	1.62630325872825665e-18	TRUE
0.01	1	L	1	6	EVEN	ODD	FALSE	0.00000000000000000e+00	2.71050543121376109e-20	2.71050543121376109e-20	FALSE
0.01	1	L	1	7	EVEN	EVEN	TRUE	-6.26701715322015504e-09	-6.26701715002175863e-09	3.19839640883223808e-18	TRUE
0.01	1	L	1	8	EVEN	ODD	FALSE	0.00000000000000000e+00	-2.71050543121376109e-20	2.71050543121376109e-20	FALSE
0.01	1	L	1	9	EVEN	EVEN	TRUE	-1.20616990245507594e-11	-1.20616962598352195e-11	2.76471553983803631e-18	TRUE
0.01	1	L	1	10	EVEN	ODD	FALSE	4.06575814682064163e-20	0.00000000000000000e+00	4.06575814682064163e-20	FALSE
0.01	1	L	1	11	EVEN	EVEN	TRUE	-2.50452870248496495e-14	-2.50418175778976959e-14	3.46944695195361419e-18	FALSE
0.01	1	L	1	12	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	1	13	EVEN	EVEN	TRUE	-5.48335248734543867e-17	-4.73254248289922685e-17	7.50810004446211821e-18	FALSE
0.01	1	L	1	14	EVEN	ODD	FALSE	0.00000000000000000e+00	-1.08420217248550443e-19	1.08420217248550443e-19	FALSE
0.01	1	L	1	15	EVEN	EVEN	TRUE	-2.27682456221955931e-18	8.72782748850831069e-18	1.10046520507278700e-17	FALSE
0.01	1	L	1	16	EVEN	ODD	FALSE	2.71050543121376109e-20	1.35525271560688054e-20	1.35525271560688054e-20	FALSE
0.01	1	L	2	2	ODD	ODD	TRUE	6.00856193063649435e+00	6.00856193063649435e+00	3.46944695195361419e-18	TRUE
0.01	1	L	2	3	ODD	EVEN	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	2	4	ODD	ODD	TRUE	-1.16431022536738656e-02	-1.16431022536738621e-02	2.71050543121376109e-18	TRUE
0.01	1	L	2	5	ODD	EVEN	FALSE	-2.16840434497100887e-19	-4.33680868994201774e-19	2.16840434497100887e-19	FALSE
0.01	1	L	2	6	ODD	ODD	TRUE	-9.88507827024494475e-06	-9.88507827024158372e-06	3.36102673470506375e-18	TRUE
0.01	1	L	2	7	ODD	EVEN	FALSE	0.00000000000000000e+00	5.42101086242752217e-20	5.42101086242752217e-20	FALSE
0.01	1	L	2	8	ODD	ODD	TRUE	-1.56005109259440763e-08	-1.56005109185715016e-08	7.37257477290143015e-18	TRUE
0.01	1	L	2	9	ODD	EVEN	FALSE	0.00000000000000000e+00	-2.16840434497100887e-19	2.16840434497100887e-19	FALSE
0.01	1	L	2	10	ODD	ODD	TRUE	-2.94044866580578379e-11	-2.94044791770628478e-11	7.48099499014998059e-18	TRUE
0.01	1	L	2	11	ODD	EVEN	FALSE	-1.08420217248550443e-19	-5.42101086242752217e-20	5.42101086242752217e-20	FALSE
0.01	1	L	2	12	ODD	ODD	TRUE	-6.01788584242424207e-14	-6.01660648386070918e-14	1.27935856353289523e-17	FALSE
0.01	1	L	2	13	ODD	EVEN	FALSE	-4.33680868994201774e-19	0.00000000000000000e+00	4.33680868994201774e-19	FALSE
0.01	1	L	2	14	ODD	ODD	TRUE	-1.33573707650214146e-16	-1.15250690935209121e-16	1.83230167150050249e-17	FALSE
0.01	1	L	2	15	ODD	EVEN	FALSE	-2.71050543121376109e-20	-2.71050543121376109e-20	0.00000000000000000e+00	FALSE
0.01	1	L	2	16	ODD	ODD	TRUE	-1.51788304147970621e-18	2.12503625807158869e-17	2.27682456221955931e-17	FALSE
0.01	1	L	3	3	EVEN	EVEN	TRUE	1.20239637423772567e+01	1.20239637423772567e+01	6.93889390390722838e-18	TRUE
0.01	1	L	3	4	EVEN	ODD	FALSE	-2.16840434497100887e-19	-2.16840434497100887e-19	0.00000000000000000e+00	FALSE
0.01	1	L	3	5	EVEN	EVEN	TRUE	-2.15761151634155310e-02	-2.15761151634155240e-02	4.11996825544491685e-18	TRUE
0.01	1	L	3	6	EVEN	ODD	FALSE	2.16840434497100887e-19	0.00000000000000000e+00	2.16840434497100887e-19	FALSE
0.01	1	L	3	7	EVEN	EVEN	TRUE	-1.75731986600652888e-05	-1.75731986600579163e-05	7.37257477290143015e-18	TRUE
0.01	1	L	3	8	EVEN	ODD	FALSE	5.42101086242752217e-20	0.00000000000000000e+00	5.42101086242752217e-20	FALSE
0.01	1	L	3	9	EVEN	EVEN	TRUE	-2.70414993439917206e-08	-2.70414993266444859e-08	1.73472347597680709e-17	TRUE
0.01	1	L	3	10	EVEN	ODD	FALSE	-5.42101086242752217e-20	-5.42101086242752217e-20	0.00000000000000000e+00	FALSE
0.01	1	L	3	11	EVEN	EVEN	TRUE	-5.01138813606416544e-11	-5.01138615197418980e-11	1.98408997564847311e-17	TRUE
0.01	1	L	3	12	EVEN	ODD	FALSE	1.08420217248550443e-19	0.00000000000000000e+00	1.08420217248550443e-19	FALSE
0.01	1	L	3	13	EVEN	EVEN	TRUE	-1.01332570806578204e-13	-1.01310019401390505e-13	2.25514051876984922e-17	FALSE
0.01	1	L	3	14	EVEN	ODD	FALSE	-2.16840434497100887e-19	1.08420217248550443e-19	3.25260651745651330e-19	FALSE
0.01	1	L	3	15	EVEN	EVEN	TRUE	-2.18358317538580593e-16	-1.89518539750466175e-16	2.88397777881144179e-17	FALSE
0.01	1	L	3	16	EVEN	ODD	FALSE	-8.13151629364128326e-20	5.42101086242752217e-20	1.35525271560688054e-19	FALSE
0.01	1	L	4	4	ODD	ODD	TRUE	2.00440821845633792e+01	2.00440821845633792e+01	1.21430643318376497e-17	TRUE
0.01	1	L	4	5	ODD	EVEN	FALSE	-8.67361737988403547e-19	0.00000000000000000e+00	8.67361737988403547e-19	FALSE
0.01	1	L	4	6	ODD	ODD	TRUE	-3.40245594363962692e-02	-3.40245594363962622e-02	7.58941520739853104e-18	TRUE
0.01	1	L	4	7	ODD	EVEN	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	4	8	ODD	ODD	TRUE	-2.68437543982707680e-05	-2.68437543982547218e-05	1.60461921527854656e-17	TRUE
0.01	1	L	4	9	ODD	EVEN	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	4	10	ODD	ODD	TRUE	-4.04722393478659098e-08	-4.04722393149061638e-08	3.29597460435593348e-17	TRUE
0.01	1	L	4	11	ODD	EVEN	FALSE	-1.08420217248550443e-19	0.00000000000000000e+00	1.08420217248550443e-19	FALSE
0.01	1	L	4	12	ODD	ODD	TRUE	-7.39492269502539656e-11	-7.39491963757527015e-11	3.05745012640912250e-17	TRUE
0.01	1	L	4	13	ODD	EVEN	FALSE	0.00000000000000000e+00	5.42101086242752217e-19	5.42101086242752217e-19	FALSE
0.01	1	L	4	14	ODD	ODD	TRUE	-1.47977550352118570e-13	-1.47948060053026964e-13	2.94902990916057206e-17	FALSE
0.01	1	L	4	15	ODD	EVEN	FALSE	-4.33680868994201774e-19	0.00000000000000000e+00	4.33680868994201774e-19	FALSE
0.01	1	L	4	16	ODD	ODD	TRUE	-3.16370193931270194e-16	-2.77338915721792034e-16	3.90312782094781596e-17	FALSE
0.01	1	L	5	5	EVEN	EVEN	TRUE	3.00691103519234950e+01	3.00691103519234950e+01	1.56125112837912638e-17	TRUE
0.01	1	L	5	6	EVEN	ODD	FALSE	4.33680868994201774e-19	-6.50521303491302660e-19	1.08420217248550443e-18	FALSE
0.01	1	L	5	7	EVEN	EVEN	TRUE	-4.89757108323526369e-02	-4.89757108323526161e-02	1.69135538907738692e-17	TRUE
0.01	1	L	5	8	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	5	9	EVEN	EVEN	TRUE	-3.76791932536861551e-05	-3.76791932536510270e-05	3.51281503885303437e-17	TRUE
0.01	1	L	5	10	EVEN	ODD	FALSE	5.42101086242752217e-20	0.00000000000000000e+00	5.42101086242752217e-20	FALSE
0.01	1	L	5	11	EVEN	EVEN	TRUE	-5.58597661969289366e-08	-5.58597661466219558e-08	5.03069808033274057e-17	TRUE
0.01	1	L	5	12	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	5	13	EVEN	EVEN	TRUE	-1.00842567369446856e-10	-1.00842528555009081e-10	3.88144377749810587e-17	TRUE
0.01	1	L	5	14	EVEN	ODD	FALSE	1.08420217248550443e-19	-4.33680868994201774e-19	5.42101086242752217e-19	FALSE
0.01	1	L	5	15	EVEN	EVEN	TRUE	-1.99980657034082299e-13	-1.99941192075003826e-13	3.94649590784723614e-17	FALSE
0.01	1	L	5	16	EVEN	ODD	FALSE	3.25260651745651330e-19	2.16840434497100887e-19	1.08420217248550443e-19	FALSE
0.01	1	L	6	6	ODD	ODD	TRUE	4.20990962390999499e+01	4.20990962390999499e+01	3.12250225675825277e-17	TRUE
0.01	1	L	6	7	ODD	EVEN	FALSE	0.00000000000000000e+00	-8.67361737988403547e-19	8.67361737988403547e-19	FALSE
0.01	1	L	6	8	ODD	ODD	TRUE	-6.64250199930198348e-02	-6.64250199930198071e-02	3.20923843055709312e-17	TRUE
0.01	1	L	6	9	ODD	EVEN	FALSE	8.67361737988403547e-19	0.00000000000000000e+00	8.67361737988403547e-19	FALSE
0.01	1	L	6	10	ODD	ODD	TRUE	-5.00727792811534594e-05	-5.00727792811083566e-05	4.51028103753969845e-17	TRUE
0.01	1	L	6	11	ODD	EVEN	FALSE	-2.16840434497100887e-19	4.33680868994201774e-19	6.50521303491302660e-19	FALSE
0.01	1	L	6	12	ODD	ODD	TRUE	-7.31911002551516310e-08	-7.31911001987731180e-08	5.63785129692462306e-17	TRUE
0.01	1	L	6	13	ODD	EVEN	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	6	14	ODD	ODD	TRUE	-1.30766869554932441e-10	-1.30766826186845542e-10	4.33680868994201774e-17	TRUE
0.01	1	L	6	15	ODD	EVEN	FALSE	4.33680868994201774e-19	0.00000000000000000e+00	4.33680868994201774e-19	FALSE
0.01	1	L	6	16	ODD	ODD	TRUE	-2.57264695657788423e-13	-2.57207883463950182e-13	5.68121938382404323e-17	FALSE
0.01	1	L	7	7	EVEN	EVEN	TRUE	5.61340567645166644e+01	5.61340567645166644e+01	5.20417042793042128e-17	TRUE
0.01	1	L	7	8	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	7	9	EVEN	EVEN	TRUE	-8.63705136822647129e-02	-8.63705136822646574e-02	4.85722573273505986e-17	TRUE
0.01	1	L	7	10	EVEN	ODD	FALSE	1.08420217248550443e-18	0.00000000000000000e+00	1.08420217248550443e-18	FALSE
0.01	1	L	7	11	EVEN	EVEN	TRUE	-6.40214186736105806e-05	-6.40214186735572378e-05	5.33427468862868182e-17	TRUE
0.01	1	L	7	12	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	7	13	EVEN	EVEN	TRUE	-9.24601340785563552e-08	-9.24601340130705440e-08	6.54858112181244678e-17	TRUE
0.01	1	L	7	14	EVEN	ODD	FALSE	0.00000000000000000e+00	6.50521303491302660e-19	6.50521303491302660e-19	FALSE
0.01	1	L	7	15	EVEN	EVEN	TRUE	-1.63709248414412034e-10	-1.63709179459153864e-10	6.89552581700780820e-17	TRUE
0.01	1	L	7	16	EVEN	ODD	FALSE	1.62630325872825665e-19	1.08420217248550443e-19	5.42101086242752217e-20	FALSE
0.01	1	L	8	8	ODD	ODD	TRUE	7.21739991965520744e+01	7.21739991965520744e+01	6.93889390390722838e-17	TRUE
0.01	1	L	8	9	ODD	EVEN	FALSE	-4.33680868994201774e-19	0.00000000000000000e+00	4.33680868994201774e-19	FALSE
0.01	1	L	8	10	ODD	ODD	TRUE	-1.08811219429950271e-01	-1.08811219429950215e-01	4.90059381963448004e-17	TRUE
0.01	1	L	8	11	ODD	EVEN	FALSE	0.00000000000000000e+00	8.67361737988403547e-19	8.67361737988403547e-19	FALSE
0.01	1	L	8	12	ODD	ODD	TRUE	-7.95235134685877074e-05	-7.95235134685278594e-05	5.98479599211998448e-17	TRUE
0.01	1	L	8	13	ODD	EVEN	FALSE	-4.33680868994201774e-19	0.00000000000000000e+00	4.33680868994201774e-19	FALSE
0.01	1	L	8	14	ODD	ODD	TRUE	-1.13663642472075499e-07	-1.13663642381869878e-07	9.02056207507939689e-17	TRUE
0.01	1	L	8	15	ODD	EVEN	FALSE	-2.16840434497100887e-19	0.00000000000000000e+00	2.16840434497100887e-19	FALSE
0.01	1	L	8	16	ODD	ODD	TRUE	-1.99662844851261623e-10	-1.99662741201533933e-10	1.03649727689614224e-16	TRUE
0.01	1	L	9	9	EVEN	EVEN	TRUE	9.02189270943070767e+01	9.02189270943070767e+01	7.63278329429795122e-17	TRUE
0.01	1	L	9	10	EVEN	ODD	FALSE	-4.33680868994201774e-19	4.33680868994201774e-19	8.67361737988403547e-19	FALSE
0.01	1	L	9	11	EVEN	EVEN	TRUE	-1.33746611735447968e-01	-1.33746611735447912e-01	5.20417042793042128e-17	TRUE
0.01	1	L	9	12	EVEN	ODD	FALSE	-8.67361737988403547e-19	4.33680868994201774e-19	1.30104260698260532e-18	FALSE
0.01	1	L	9	13	EVEN	EVEN	TRUE	-9.65781657531082291e-05	-9.65781657530262634e-05	8.19656842399041352e-17	TRUE
0.01	1	L	9	14	EVEN	ODD	FALSE	0.00000000000000000e+00	1.95156391047390798e-18	1.95156391047390798e-18	FALSE
0.01	1	L	9	15	EVEN	EVEN	TRUE	-1.36799776436890425e-07	-1.36799776305485121e-07	1.31405303305243137e-16	TRUE
0.01	1	L	9	16	EVEN	ODD	FALSE	-8.67361737988403547e-19	8.67361737988403547e-19	1.73472347597680709e-18	FALSE
0.01	1	L	10	10	ODD	ODD	TRUE	1.10268842372433198e+02	1.10268842372433198e+02	9.71445146547011973e-17	TRUE
0.01	1	L	10	11	ODD	EVEN	FALSE	4.33680868994201774e-19	-3.46944695195361419e-18	3.90312782094781596e-18	FALSE
0.01	1	L	10	12	ODD	ODD	TRUE	-1.61176386023504564e-01	-1.61176386023504481e-01	8.15320033709099334e-17	TRUE
0.01	1	L	10	13	ODD	EVEN	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	10	14	ODD	ODD	TRUE	-1.15184837631332297e-04	-1.15184837631214336e-04	1.17961196366422882e-16	TRUE
0.01	1	L	10	15	ODD	EVEN	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	10	16	ODD	ODD	TRUE	-1.61867407975566091e-07	-1.61867407796022211e-07	1.79543879763599534e-16	TRUE
0.01	1	L	11	11	EVEN	EVEN	TRUE	1.32323746137059686e+02	1.32323746137059686e+02	1.24900090270330111e-16	TRUE
0.01	1	L	11	12	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	11	13	EVEN	EVEN	TRUE	-1.91100355729753452e-01	-1.91100355729753368e-01	1.07552855510562040e-16	TRUE
0.01	1	L	11	14	EVEN	ODD	FALSE	4.33680868994201774e-19	4.33680868994201774e-19	0.00000000000000000e+00	FALSE
0.01	1	L	11	15	EVEN	EVEN	TRUE	-1.35343190174115613e-04	-1.35343190173966427e-04	1.49186218934005410e-16	TRUE
0.01	1	L	11	16	EVEN	ODD	FALSE	-8.67361737988403547e-19	-1.30104260698260532e-18	4.33680868994201774e-19	FALSE
0.01	1	L	12	12	ODD	ODD	TRUE	1.56383639064105779e+02	1.56383639064105779e+02	1.52655665885959024e-16	TRUE
0.01	1	L	12	13	ODD	EVEN	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	1	L	12	14	ODD	ODD	TRUE	-2.23518401333540340e-01	-2.23518401333540201e-01	1.43114686768086585e-16	TRUE
0.01	1	L	12	15	ODD	EVEN	FALSE	-1.73472347597680709e-18	-3.03576608295941242e-18	1.30104260698260532e-18	FALSE
0.01	1	L	12	16	ODD	ODD	TRUE	-1.57053000872298641e-04	-1.57053000872161598e-04	1.37043154602167760e-16	TRUE
0.01	1	L	13	13	EVEN	EVEN	TRUE	1.82448521585798176e+02	1.82448521585798176e+02	2.22044604925031308e-16	TRUE
0.01	1	L	13	14	EVEN	ODD	FALSE	-4.33680868994201774e-19	-3.46944695195361419e-18	3.03576608295941242e-18	FALSE
0.01	1	L	13	15	EVEN	EVEN	TRUE	-2.58430443365107509e-01	-2.58430443365107398e-01	1.14491749414469268e-16	TRUE
0.01	1	L	13	16	EVEN	ODD	FALSE	0.00000000000000000e+00	-1.73472347597680709e-18	1.73472347597680709e-18	FALSE
0.01	1	L	14	14	ODD	ODD	TRUE	2.10518393989114742e+02	2.10518393989114742e+02	1.94289029309402395e-16	TRUE
0.01	1	L	14	15	ODD	EVEN	FALSE	6.93889390390722838e-18	-6.50521303491302660e-18	1.34441069388202550e-17	FALSE
0.01	1	L	14	16	ODD	ODD	TRUE	-2.95836427302298255e-01	-2.95836427302298088e-01	1.63064006741819867e-16	TRUE
0.01	1	L	15	15	EVEN	EVEN	TRUE	2.40593256470719581e+02	2.40593256470719581e+02	2.63677968348474678e-16	TRUE
0.01	1	L	15	16	EVEN	ODD	FALSE	-4.33680868994201774e-19	4.33680868994201774e-19	8.67361737988403547e-19	FALSE
0.01	1	L	16	16	ODD	ODD	TRUE	2.72673109169077009e+02	2.72673109169077009e+02	2.77555756156289135e-16	TRUE
0.01	2	W	2	2	EVEN	EVEN	TRUE	1.00427623351810369e+00	1.00427623351810369e+00	4.33680868994201774e-19	TRUE
0.01	2	W	2	3	EVEN	ODD	FALSE	0.00000000000000000e+00	-2.71050543121376109e-20	2.71050543121376109e-20	FALSE
0.01	2	W	2	4	EVEN	EVEN	TRUE	-8.21804065339867395e-04	-8.21804065339867395e-04	4.48927462044779180e-20	TRUE
0.01	2	W	2	5	EVEN	ODD	FALSE	0.00000000000000000e+00	2.71050543121376109e-20	2.71050543121376109e-20	FALSE
0.01	2	W	2	6	EVEN	EVEN	TRUE	-4.44788891137054168e-07	-4.44788891137200704e-07	1.46536699874993959e-19	TRUE
0.01	2	W	2	7	EVEN	ODD	FALSE	0.00000000000000000e+00	0.00000000000000000e+00	0.00000000000000000e+00	FALSE
0.01	2	W	2	8	EVEN	EVEN	TRUE	-5.15244418214113556e-10	-5.15244418155668283e-10	5.84452733605467234e-20	TRUE
