timestamp	elapsed_seconds	processes	aggregate_rss_kib	mem_available_kib	swap_used_kib
2026-08-04T02:06:06-04:00	7323.871	5	15537876	119241552	3328
2026-08-04T02:06:36-04:00	7353.965	5	15538780	119240088	3328
2026-08-04T02:07:06-04:00	7384.057	5	15539688	119225884	3328
2026-08-04T02:07:37-04:00	7414.150	5	15550528	119207548	3328
2026-08-04T02:08:07-04:00	7444.241	5	15551428	119193012	3328
2026-08-04T02:08:37-04:00	7474.331	5	15557184	119202100	3328
2026-08-04T02:09:07-04:00	7504.422	5	15558092	119207240	3328
2026-08-04T02:09:37-04:00	7534.524	5	15559016	119211568	3328
2026-08-04T02:10:07-04:00	7564.633	5	15559932	119199692	3328
2026-08-04T02:10:37-04:00	7594.728	5	15560836	119206932	3328
2026-08-04T02:11:07-04:00	7624.817	5	15561748	119198072	3328
2026-08-04T02:11:37-04:00	7654.915	5	15562644	119200980	3328
2026-08-04T02:12:07-04:00	7685.009	5	15563580	119194120	3328
2026-08-04T02:12:33-04:00	7710.085	5	15564320	119190596	3328
2026-08-04T02:13:03-04:00	7740.172	5	15565228	119187984	3328
2026-08-04T02:13:33-04:00	7770.262	5	15566156	119193452	3328
2026-08-04T02:14:03-04:00	7800.357	5	15567080	119188732	3328
2026-08-04T02:14:33-04:00	7830.451	5	15567988	119185924	3328
2026-08-04T02:15:03-04:00	7860.544	5	15568876	119186272	3328
2026-08-04T02:15:33-04:00	7890.639	5	15569804	119192584	3328
2026-08-04T02:16:03-04:00	7920.733	5	15570708	119180652	3328
2026-08-04T02:16:33-04:00	7950.826	5	15571608	119181656	3328
2026-08-04T02:17:03-04:00	7980.916	5	15572512	119178492	3328
2026-08-04T02:17:33-04:00	8011.006	5	15573440	119175516	3328
2026-08-04T02:18:04-04:00	8041.102	5	15574356	119182044	3328
2026-08-04T02:18:34-04:00	8071.196	5	15575272	119186708	3328
2026-08-04T02:19:04-04:00	8101.285	5	15576160	119177228	3328
2026-08-04T02:19:34-04:00	8131.376	5	15577068	119184428	3328
2026-08-04T02:20:04-04:00	8161.467	5	15577988	119178872	3328
2026-08-04T02:20:34-04:00	8191.557	5	15578880	119170772	3328
2026-08-04T02:21:04-04:00	8221.652	5	15579800	119169204	3328
2026-08-04T02:21:34-04:00	8251.745	5	15585208	119160972	3328
2026-08-04T02:22:04-04:00	8281.837	5	15591068	119155588	3328
2026-08-04T02:22:34-04:00	8311.931	5	15596868	119154060	3328
2026-08-04T02:23:04-04:00	8342.027	5	15602900	119143368	3328
2026-08-04T02:23:35-04:00	8372.122	5	15603836	119139540	3328
2026-08-04T02:24:05-04:00	8402.217	5	15604752	119140252	3328
2026-08-04T02:24:35-04:00	8432.315	5	15605648	119139964	3328
2026-08-04T02:25:05-04:00	8462.412	5	15606584	119140340	3328
2026-08-04T02:25:35-04:00	8492.508	5	15607520	119147560	3328
2026-08-04T02:26:05-04:00	8522.602	5	15608420	119149004	3328
2026-08-04T02:26:35-04:00	8552.698	5	15609328	119141816	3328
2026-08-04T02:27:05-04:00	8582.793	5	15610228	119127012	3328
2026-08-04T02:27:35-04:00	8612.890	5	15611164	119130140	3328
2026-08-04T02:28:05-04:00	8642.988	5	15612084	119129052	3328
2026-08-04T02:28:35-04:00	8673.080	5	15612968	119118972	3328
2026-08-04T02:29:06-04:00	8703.176	5	15613880	119119664	3328
2026-08-04T02:29:36-04:00	8733.272	5	15614808	119131796	3328
2026-08-04T02:30:06-04:00	8763.367	5	15615716	119120172	3328
2026-08-04T02:30:36-04:00	8793.462	5	15616608	119123580	3328
2026-08-04T02:31:06-04:00	8823.558	5	15617516	119112928	3328
2026-08-04T02:31:36-04:00	8853.654	5	15618448	119117000	3328
2026-08-04T02:32:06-04:00	8883.750	5	15619344	119127768	3328
2026-08-04T02:32:36-04:00	8913.845	5	15620264	119121780	3328
2026-08-04T02:33:06-04:00	8943.937	5	15621156	119101736	3328
2026-08-04T02:33:36-04:00	8974.026	5	15622072	119100284	3328
2026-08-04T02:34:07-04:00	9004.120	5	15622960	119112460	3328
2026-08-04T02:34:37-04:00	9034.216	5	15623888	119115752	3328
2026-08-04T02:35:07-04:00	9064.306	5	15624808	119110476	3328
2026-08-04T02:35:37-04:00	9094.401	5	15630596	119107436	3328
2026-08-04T02:36:07-04:00	9124.503	5	15631488	119098632	3328
2026-08-04T02:36:37-04:00	9154.601	5	15637304	119110300	3328
2026-08-04T02:37:07-04:00	9184.696	5	15638228	119103704	3328
2026-08-04T02:37:37-04:00	9214.795	5	15639132	119104892	3328
2026-08-04T02:38:07-04:00	9244.890	5	15640048	119091644	3328
2026-08-04T02:38:37-04:00	9274.987	5	15640964	119083500	3328
2026-08-04T02:39:02-04:00	9300.067	5	15646780	119087420	3328
2026-08-04T02:39:33-04:00	9330.164	5	15652636	119083212	3328
2026-08-04T02:40:03-04:00	9360.261	5	15653552	119076108	3328
2026-08-04T02:40:33-04:00	9390.349	5	15654452	119085684	3328
2026-08-04T02:41:03-04:00	9420.445	5	15655360	119078312	3328
2026-08-04T02:41:33-04:00	9450.546	5	15656280	119077836	3328
2026-08-04T02:42:03-04:00	9480.640	5	15657204	119061164	3328
2026-08-04T02:42:33-04:00	9510.734	5	15658080	119063416	3328
2026-08-04T02:43:03-04:00	9540.831	5	15659000	119063764	3328
2026-08-04T02:43:33-04:00	9570.925	5	15659908	119061928	3328
2026-08-04T02:44:03-04:00	9601.022	5	15660820	119069168	3328
2026-08-04T02:44:34-04:00	9631.118	5	15661736	119067920	3328
2026-08-04T02:45:04-04:00	9661.212	5	15662648	119039604	3328
2026-08-04T02:45:34-04:00	9691.309	5	15663576	119061104	3328
2026-08-04T02:46:04-04:00	9721.405	5	15664456	119044424	3328
2026-08-04T02:46:34-04:00	9751.496	5	15665344	119049816	3328
2026-08-04T02:47:04-04:00	9781.591	5	15666272	119049724	3328
2026-08-04T02:47:34-04:00	9811.697	5	15667180	119046372	3328
2026-08-04T02:48:04-04:00	9841.808	5	15668088	119047904	3328
2026-08-04T02:48:34-04:00	9871.908	5	15669004	119062112	3328
2026-08-04T02:49:04-04:00	9902.003	5	15669908	119050772	3328
2026-08-04T02:49:35-04:00	9932.093	5	15670836	119059008	3328
2026-08-04T02:50:05-04:00	9962.187	5	15671700	119054616	3328
2026-08-04T02:50:35-04:00	9992.283	5	15672620	119039408	3328
2026-08-04T02:51:05-04:00	10022.381	5	15673544	119036268	3328
2026-08-04T02:51:35-04:00	10052.480	5	15674472	119049576	3328
2026-08-04T02:52:05-04:00	10082.576	5	15680244	119029696	3328
2026-08-04T02:52:35-04:00	10112.668	5	15681180	119046288	3328
2026-08-04T02:53:05-04:00	10142.759	5	15686984	119044436	3328
2026-08-04T02:53:35-04:00	10172.859	5	15692508	119037112	3328
2026-08-04T02:54:05-04:00	10202.952	5	15693440	119032616	3328
2026-08-04T02:54:35-04:00	10233.046	5	15694360	119030064	3328
2026-08-04T02:55:06-04:00	10263.144	5	15700556	119020892	3328
2026-08-04T02:55:36-04:00	10293.239	5	15701472	119009744	3328
2026-08-04T02:56:06-04:00	10323.334	5	15702404	119009960	3328
2026-08-04T02:56:36-04:00	10353.428	5	15703344	119001044	3328
2026-08-04T02:57:06-04:00	10383.523	5	15704220	119004196	3328
2026-08-04T02:57:36-04:00	10413.619	5	15705168	119008148	3328
2026-08-04T02:58:06-04:00	10443.713	5	15706088	119012516	3328
2026-08-04T02:58:36-04:00	10473.807	5	15706976	119011016	3328
2026-08-04T02:59:06-04:00	10503.897	5	15707896	119020664	3328
2026-08-04T02:59:36-04:00	10533.989	5	15708824	119005836	3328
2026-08-04T03:00:07-04:00	10564.085	5	15709736	119001864	3328
2026-08-04T03:00:37-04:00	10594.178	5	15710632	118998332	3328
2026-08-04T03:01:07-04:00	10624.272	5	15711536	119004144	3328
2026-08-04T03:01:37-04:00	10654.361	5	15712444	119003172	3328
2026-08-04T03:02:07-04:00	10684.451	5	15713340	119005124	3328
2026-08-04T03:02:37-04:00	10714.544	5	15714252	119002660	3328
2026-08-04T03:03:07-04:00	10744.641	5	15715180	118992100	3328
2026-08-04T03:03:37-04:00	10774.737	5	15716096	119003736	3328
2026-08-04T03:04:07-04:00	10804.831	5	15716992	118994400	3328
2026-08-04T03:04:37-04:00	10834.926	5	15717900	118990228	3328
2026-08-04T03:05:02-04:00	10860.002	5	15718672	118993748	3328
2026-08-04T03:05:33-04:00	10890.096	5	15719560	119002936	3328
2026-08-04T03:06:03-04:00	10920.190	5	15720488	118977880	3328
2026-08-04T03:06:33-04:00	10950.277	5	15726452	118988160	3328
2026-08-04T03:07:03-04:00	10980.371	5	15732396	118974104	3328
2026-08-04T03:07:33-04:00	11010.465	5	15733308	118974264	3328
2026-08-04T03:08:03-04:00	11040.554	5	15739312	118969212	3328
2026-08-04T03:08:33-04:00	11070.650	5	15740252	118920552	3328
2026-08-04T03:09:03-04:00	11100.748	5	15741168	118857268	3328
2026-08-04T03:09:33-04:00	11130.844	5	15742064	118870428	3328
2026-08-04T03:10:03-04:00	11160.940	5	15742964	118831432	3328
2026-08-04T03:10:33-04:00	11191.036	5	15743896	118830284	3328
2026-08-04T03:11:04-04:00	11221.133	5	15744808	118829076	3328
2026-08-04T03:11:34-04:00	11251.228	5	15745692	118818228	3328
2026-08-04T03:12:04-04:00	11281.325	5	15746616	118806988	3328
2026-08-04T03:12:34-04:00	11311.422	5	15753196	118829412	3328
2026-08-04T03:13:04-04:00	11341.519	5	15754124	118809936	3328
2026-08-04T03:13:34-04:00	11371.617	5	15755028	118804852	3328
2026-08-04T03:14:04-04:00	11401.714	5	15755940	118780556	3328
2026-08-04T03:14:34-04:00	11431.811	5	15756832	118782640	3328
2026-08-04T03:15:04-04:00	11461.903	5	15757776	118766904	3328
2026-08-04T03:15:34-04:00	11492.003	5	15758644	118770968	3328
2026-08-04T03:16:05-04:00	11522.101	5	15759580	118765704	3328
2026-08-04T03:16:35-04:00	11552.198	5	15760484	118758988	3328
2026-08-04T03:17:05-04:00	11582.295	5	15761392	118767280	3328
2026-08-04T03:17:35-04:00	11612.394	5	15762296	118754808	3328
2026-08-04T03:18:05-04:00	11642.491	5	15763200	118743724	3328
2026-08-04T03:18:35-04:00	11672.588	5	15764128	118741316	3328
2026-08-04T03:19:05-04:00	11702.684	5	15764992	118745796	3328
2026-08-04T03:19:35-04:00	11732.787	5	15765932	118741404	3328
2026-08-04T03:20:05-04:00	11762.935	5	15766848	118735664	3328
2026-08-04T03:20:35-04:00	11793.046	5	15767772	118734184	3328
2026-08-04T03:21:06-04:00	11823.147	5	15768656	118728856	3328
2026-08-04T03:21:36-04:00	11853.259	5	15769584	118727940	3328
